OBJECTID_1,Field1,SiteID,SiteID2,Latitude1,Longitude1,OBJECTID,Join_Count,TARGET_FID,Latitude,Longitude,Elevation,Index,sf1,sd1,dd1,bf1,PercF4500,PercES4500,PercES
155,157,162,162r,41.41668,-74.82693,155,1,155,41.41563895,-74.82801424,379.5414429,196037,125.5479202,65.26919556,-142.5424347,32.91329193,0.955966667,0.013555556,0
156,158,163,163r,41.45685,-75.12281,156,1,156,41.45806166,-75.12215106,328.2707214,194098,120.0471191,62.93462753,-142.5365601,33.42585373,0.917644444,0.022855556,0
157,159,164,164r,41.93821,-76.34832,157,1,157,41.93748849,-76.35022557,437.3626404,248915,128.0809174,61.82146454,-176.1775055,39.92492294,0.587933333,0.023266667,0
158,160,164,164t,41.93721,-76.34621,158,1,158,41.93682777,-76.34594661,469.3333435,248916,131.2649841,63.17504883,-180.3126221,40.60780334,0.5888,0.023488889,0.034722222
159,161,165,165r,41.64192,-75.77764,159,1,159,41.6407428,-75.78017627,263.4120789,213330,121.0320053,61.28978729,-142.6864014,34.6068573,0.638933333,0.024133333,0
160,162,166,166r,41.80137,-75.95532,160,1,160,41.80037755,-75.9565779,414.4010925,238416,152.5863953,69.34830475,-163.674118,39.18214035,0.511077778,0.021755556,0
161,163,167,167r,41.70339,-78.86456,161,1,161,41.70379904,-78.86321037,582.5251465,103389,165.3811646,81.17085266,-237.1117249,49.89845657,0.909533333,0.005677778,0
162,164,168,168r,41.9207,-75.76084,162,1,162,41.92071353,-75.76061214,512.0273438,256801,173.80513,75.01809692,-196.6588745,43.74118042,0.848922222,0.012033333,0
163,165,169,169r,41.58739,-76.14061,163,1,163,41.58630769,-76.14308061,346.7513733,183309,119.3316574,58.91859818,-142.6494446,35.09754181,0.671966667,0.025944444,0
164,166,170,170r,41.82926,-79.36596,164,1,164,41.82904274,-79.36446907,451.6077271,298197,188.3657837,74.49333954,-190.6265564,42.04925537,0.861722222,0.0116,0
165,167,171,171r,41.75327,-79.29044,165,1,165,41.75388754,-79.28948314,479.7692261,294753,168.7197266,70.78057098,-196.0758057,42.98923492,0.956533333,0.006933333,0
166,168,173,173r,41.57333,-75.88737,166,1,166,41.57253038,-75.88908281,292.8777771,191072,113.6683044,58.39345551,-131.274765,33.10344315,0.631277778,0.036088889,0
167,169,174,174r,41.0864,-75.43,167,1,167,41.08680126,-75.42813735,612.5358887,74929,143.3074799,72.33656311,-192.5226135,42.19045639,0.788388889,0.0032,0
168,170,175,175r,41.70436,-76.33993,168,1,168,41.70582512,-76.34034633,381.9723816,207808,110.7835846,54.41293335,-140.728775,34.79167557,0.457844444,0.027244444,0
169,171,175,175t,41.6903,-76.35503,169,1,169,41.69140328,-76.35334853,333.5722351,203704,106.8086777,53.19142532,-135.8634644,33.97395325,0.511888889,0.019888889,0
170,172,176,176r,41.58452,-79.34772,170,1,170,41.58508327,-79.34770955,421.2527466,285573,151.0595093,65.67234802,-190.9025574,42.2469368,0.953822222,0.005877778,0
171,173,176,176t,41.58623,-79.36681,171,1,171,41.58732526,-79.36484446,454.9230652,285569,151.4835815,66.86582184,-185.9010162,41.41142273,0.931277778,0.014266667,0
172,174,178,178r,41.06531,-76.01153,172,1,172,41.06601985,-76.01309821,364.8508301,47493,103.9900513,59.02697372,-141.745575,33.57773209,0.756066667,0.003577778,0
173,175,178,178t,41.07058,-76.0156,173,1,173,41.06983542,-76.01642001,326.5966797,48175,98.65885925,57.12270737,-132.8468933,32.09407043,0.7702,0.0034,0
174,176,180,180r,41.62964,-79.60381,174,1,174,41.62798105,-79.60260569,438.8571472,286001,175.5857544,71.40536499,-171.0800323,38.98337173,0.882,0.015233333,0
175,177,181,181r,41.86204,-76.04663,175,1,175,41.86056131,-76.04627085,468.0828857,245158,149.2128601,67.92618561,-175.6446075,40.71699142,0.710577778,0.020444444,0.041666667
176,178,181,181t,41.85905,-76.05053,176,1,176,41.85808481,-76.05145234,445.6044006,244707,147.126297,67.2773056,-173.852005,40.41715622,0.712477778,0.020011111,0.006944444
177,179,182,182r,41.1829,-75.39899,177,1,177,41.18414923,-75.39933678,599.9831543,103282,144.2271881,73.92681122,-193.711792,42.69244003,0.807922222,0.022711111,0.006944444
178,180,183,183r,41.88799,-76.6002,178,1,178,41.88722502,-76.60106724,474.7431641,236144,112.7012177,59.08782578,-169.019577,38.80763626,0.448144444,0.011044444,0.006944444
179,181,183,183t,41.90401,-76.579,179,1,179,41.90352011,-76.57863501,444.8360596,239299,110.4928207,57.84859467,-164.5223236,38.02676773,0.448944444,0.0116,0.041666667
180,182,184,184r,41.37239,-77.3524,180,1,180,41.37269373,-77.35084515,374.3791199,70899,99.89583588,49.75431824,-131.6968994,32.1221962,0.975933333,0.004555556,0
181,183,185,185r,41.31499,-79.09682,181,1,181,41.31326706,-79.09562732,504.1173096,273423,121.6041412,62.32220459,-186.7148743,41.30169678,0.909544444,0.012255556,0
182,184,186,186r,41.40959,-78.3807,182,1,182,41.40868073,-78.37979799,672.1923218,44904,164.19104,73.85359955,-221.859436,47.40103149,0.995222222,0.003055556,0
183,185,187,187r,41.63651,-76.65359,183,1,183,41.63571008,-76.65373133,587.7637329,174587,128.7501831,61.26034546,-194.5470428,43.23377991,0.930911111,0.009366667,0
184,186,187,187t,41.65565,-76.62205,184,1,184,41.65700803,-76.62109983,598.8021851,182233,138.9496155,65.60620117,-202.0449066,44.49770355,0.866466667,0.011688889,0
185,187,188,188r,41.83613,-76.79396,185,1,185,41.83755061,-76.79331763,447.2527466,221606,106.4129333,55.30744934,-164.6483459,38.19156265,0.429166667,0.010588889,0.013888889
186,188,189,189r,41.39556,-76.15618,186,1,186,41.3946582,-76.15797939,526.7666626,128132,140.832428,70.49040985,-199.9331665,44.09170151,0.9938,0.008011111,0.006944444
187,189,189,189t,41.3967,-76.15291,187,1,187,41.39713778,-76.15283572,520.692749,129050,139.4715271,71.68951416,-200.4217529,44.18852615,0.994222222,0.006911111,0
188,190,190,190r,41.43411,-76.32265,188,1,188,41.43380187,-76.32424381,570.5801392,131760,152.7283936,70.51946259,-212.4315033,45.99020386,0.951422222,0.035844444,0.020833333
189,191,191,191r,41.48218,-78.11768,189,1,189,41.48328273,-78.1177502,606.3791504,70719,146.8597412,71.85202026,-199.082428,43.66736984,0.9889,0.004333333,0
190,192,192,192r,41.1616,-75.25677,190,1,190,41.16055452,-75.25575891,354.5944519,103316,116.2037354,57.9648819,-130.4312592,31.75032234,0.911644444,0.012844444,0
191,193,193,193r,41.70767,-76.58002,191,1,191,41.70665019,-76.58049307,336.1222229,198371,100.2404633,49.85412979,-136.0232391,33.76847076,0.603977778,0.014955556,0.076388889
192,194,193,193t,41.7361,-76.56195,192,1,192,41.73684625,-76.56310848,389.5274658,206954,104.9268951,54.19852066,-143.0087433,34.93563461,0.535222222,0.022022222,0.055555556
193,195,194,194r,41.32847,-75.46495,193,1,193,41.32949311,-75.46270648,568.2706909,141190,143.7709656,75.87452698,-200.1755219,43.96215057,0.834644444,0.038222222,0.020833333
194,196,196,196r,41.62629,-77.99794,194,1,194,41.62662794,-77.99660995,531.4971924,115625,142.7805023,65.575737,-201.2077026,43.70211029,0.952333333,0.004666667,0
195,197,197,197r,41.24754,-78.37977,195,1,195,41.2484636,-78.38060946,618.5109863,16172,156.1323853,69.92599487,-197.4087067,43.04902649,0.981588889,0.007288889,0
196,198,198,198r,41.85676,-77.08264,196,1,196,41.85779142,-77.08181965,594.4780273,216685,128.0370789,61.70998001,-186.9266663,41.90930939,0.768355556,0.011877778,0
197,199,199,199r,41.3908,-78.57192,197,1,197,41.38977322,-78.57433751,543.185791,35351,135.3739014,67.98284912,-202.1348724,43.79385757,0.716777778,0.019222222,0.020833333
198,200,201,201r,41.26048,-76.85224,198,1,198,41.26177367,-76.85047044,229.4696198,61913,86.65289307,44.56761169,-113.6712799,29.37159729,0.469833333,0.0139,0.027777778
199,201,202,202r,41.08591,-78.2122,199,1,199,41.08716157,-78.21026631,451.7765503,4587,115.3910675,59.34106445,-146.1466217,34.12985611,0.718544444,0.017477778,0
200,202,203,203r,41.69818,-77.82974,200,1,200,41.69815534,-77.83159933,724.0054321,142511,166.256958,77.20323181,-234.5795135,49.2288208,0.988055556,0.023611111,0
201,203,204,204r,41.17565,-77.66422,201,1,201,41.17590345,-77.66352794,510.1508484,20297,135.1489258,58.85930252,-151.2089691,34.79391479,0.906944444,0.000488889,0
202,204,204,204t,41.20381,-77.6433,202,1,202,41.20245503,-77.64332207,536.3259888,25187,140.7025299,61.5418129,-167.2377014,37.41798401,0.959944444,0.0007,0
203,205,205,205r,41.31813,-78.69074,203,1,203,41.31724511,-78.68941556,487.3722229,19551,118.75811,63.46132278,-186.4524231,40.86871338,0.794166667,0.058833333,0.166666667
204,206,206,206r,41.5147,-78.90846,204,1,204,41.51390905,-78.90997517,569.7611084,285049,147.1087036,72.63234711,-219.8855743,46.8911972,0.9893,0.022666667,0.118055556
205,207,206,206t,41.49483,-78.92855,205,1,205,41.49348125,-78.92823819,547.4945068,283935,141.5414886,69.70005798,-209.8781433,45.18083954,0.989022222,0.027233333,0
206,208,207,207r,41.21211,-78.09335,206,1,206,41.21158839,-78.09485758,604.8444214,16617,146.8860626,68.99662781,-188.8669434,41.51976013,0.989077778,0.002611111,0
207,209,208,208r,41.1382,-75.85357,207,1,207,41.13944705,-75.85497087,567.7348022,70385,128.8843384,72.23777771,-186.8647003,41.88479996,0.861966667,0.006,0
208,210,208,208t,41.12426,-75.86685,208,1,208,41.12508228,-75.86796773,544.835144,66177,123.5703583,70.09941101,-182.2651062,41.02813721,0.8815,0.005355556,0
209,211,209,209r,41.9576,-79.59016,209,1,209,41.95640707,-79.59139551,503.1049805,303685,256.7698669,81.13005066,-187.5249786,41.46990585,0.575444444,0.022788889,0
210,212,210,210r,41.64273,-77.39774,210,1,210,41.64200125,-77.39822805,528.7362671,144487,119.4671478,62.2923584,-177.2950745,40.1566124,0.789,0.011833333,0.013888889
211,213,211,211r,41.69712,-78.52654,211,1,211,41.69749116,-78.52805645,643.7597656,114571,163.3753357,79.11865997,-239.4281464,50.10173798,0.925,0.017277778,0
212,214,212,212r,41.60772,-77.63802,212,1,212,41.60804723,-77.63796521,619.722229,125028,138.3985291,68.5717926,-194.1515045,42.66013718,0.927633333,0.002588889,0
213,215,213,213r,41.06588,-77.28401,213,1,213,41.06435108,-77.28346338,597.7206421,13658,151.9191742,60.40840912,-173.2476501,38.2800827,0.763088889,0.001555556,0
214,216,214,214r,41.482,-78.23743,214,1,214,41.48051358,-78.23783624,539.2802124,65619,139.407074,68.80350494,-189.5109558,42.04681396,0.935866667,0.011422222,0
215,217,215,215r,41.17394,-78.71307,215,1,215,41.17318236,-78.71191024,519.385498,267394,123.1651382,63.26956177,-182.0817719,40.20262909,0.755388889,0.012344444,0.006944444
216,218,216,216r,41.36594,-79.38458,216,1,216,41.36430132,-79.38279277,491.9833374,274236,127.9254303,64.02600098,-183.0623322,40.850914,0.5815,0.016,0
217,219,217,217r,41.0649,-77.14123,217,1,217,41.06621159,-77.1420338,542.2099609,16093,138.30896,59.42095947,-168.5231018,37.86040115,0.952133333,0.001777778,0
218,220,217,217t,41.06363,-77.14076,218,1,218,41.06305947,-77.14288505,555.3016968,15725,143.011795,59.86769485,-169.9489136,38.09317017,0.952322222,0.001822222,0
219,221,218,218r,41.6769,-77.10918,219,1,219,41.6779915,-77.10870959,568.6464233,166959,124.6206741,63.00673676,-189.3609314,42.3768959,0.9121,0.017488889,0
220,222,219,219r,41.29948,-77.20982,220,1,220,41.29957555,-77.21138158,306.6208801,57946,94.01984406,46.03386307,-119.1941376,30.00440979,0.680188889,0.005322222,0.006944444
221,223,220,220r,41.22895,-77.4731,221,1,221,41.22999542,-77.47285822,459.6611023,34944,125.2641678,56.16635132,-161.0107422,36.39928055,0.979044444,0.005622222,0
222,224,223,223r,41.71623,-78.14214,222,1,222,41.71591621,-78.14202786,699.4728394,135005,166.2495422,76.99692535,-235.1571503,49.39547729,0.906255556,0.009522222,0
223,225,224,224r,41.4077,-78.76345,223,1,223,41.40911195,-78.76365009,507.8508301,33979,115.6710205,63.91570282,-186.0072937,40.78733826,0.892011111,0.0113,0
224,226,225,225r,41.96836,-77.90142,224,1,224,41.96726154,-77.90335738,599.2307739,214314,142.6318207,70.00904083,-208.1082306,44.71908951,0.691655556,0.009666667,0
225,227,226,226r,41.78652,-77.3483,225,1,225,41.78590645,-77.35063809,473.3278809,187839,103.3458405,55.69258499,-155.1514893,36.71349335,0.794655556,0.023655556,0
226,228,227,227r,41.4922,-76.6326,226,1,226,41.49114183,-76.63193303,383.6555481,134441,127.5362778,55.24271011,-162.502182,37.82000351,0.846411111,0.013388889,0
227,229,228,228r,41.15646,-77.37835,227,1,227,41.15698013,-77.37764482,164.3575439,24147,67.56507874,36.1518364,-79.30447388,22.64915466,0.6146,0.017711111,0.152777778
228,230,228,228t,41.06823,-77.3329,228,1,228,41.06810978,-77.33089278,514.9055786,13344,136.5366516,56.77447128,-159.3424683,35.89568329,0.829088889,0.001733333,0
229,231,229,229r,41.22807,-77.3061,229,1,229,41.22829746,-77.30563199,253.8839722,39712,88.16321564,43.82672882,-104.8418884,27.23908234,0.682444444,0.010922222,0
230,232,231,231r,41.89529,-78.50404,230,1,230,41.89397771,-78.50510416,540.7228394,171316,148.2571716,74.20307159,-219.464859,46.67662811,0.941255556,0.004211111,0
231,233,234,234r,41.94262,-79.34858,231,1,231,41.94162554,-79.35073391,553.2022095,304639,237.7322388,82.42349243,-215.111908,46.09794235,0.656455556,0.010011111,0
232,234,234,234t,41.9581,-79.34808,232,1,232,41.95746943,-79.34692253,556.8791504,305592,241.8822327,82.93885803,-214.5085907,45.9827652,0.615166667,0.011833333,0
233,235,235,235r,41.87746,-77.54014,233,1,233,41.87584295,-77.5401079,580.3076782,205093,125.8639755,60.90912628,-198.7679291,43.64200211,0.560311111,0.021344444,0.006944444
234,236,236,236r,41.93213,-77.75679,234,1,234,41.93321994,-77.75641814,663.4053955,211359,150.5057983,66.09287262,-219.5371094,46.82282257,0.585655556,0.026988889,0.0625
235,237,237,237r,41.27348,-79.57364,235,1,235,41.27458095,-79.57123489,474.2928162,266260,127.9324646,59.94377899,-165.0102692,37.65546036,0.624977778,0.079477778,0.138888889
236,238,238,238r,41.14003,-77.855,236,1,236,41.14108204,-77.85322695,523.335144,12920,138.69133,64.37864685,-169.4651337,37.90213013,0.928155556,0.001277778,0
237,239,238,238t,41.19053,-77.88065,237,1,237,41.19077038,-77.87995816,683.1722412,17860,169.1681824,73.28830719,-208.8133087,44.5411377,0.948411111,0.0011,0
238,240,239,239r,41.24708,-78.49908,238,1,238,41.24861072,-78.49949235,538.2277832,14345,120.1048126,62.33136368,-175.8351288,39.31523514,0.927822222,0.018811111,0.020833333
